,A.1_DikeIncrease,A.2_DikeIncrease,A.3_DikeIncrease,A.4_DikeIncrease,A.5_DikeIncrease,0_RfR,1_RfR,2_RfR,3_RfR,4_RfR,EWS_DaysToThreat,Expected Number of Deaths(1/3),Expected Number of Deaths(2/5),Expected Number of Deaths(4),Dike Investment Costs(1/3),Dike Investment Costs(2/5),Dike Investment Costs(4),RfR Total Costs,Expected Evacuation Costs
11,3,0,2,3,1,0,0,0,0,1,0,1.0824353056660487,0.6418038797750323,0.019740152860895886,58963426.8446728,24209939.73055957,7642842.87314358,256100000.00000003,0.0
12,2,6,4,3,5,0,0,0,0,0,0,0.36983486090311063,0.6418038797750323,0.02475436231362238,57916818.22488573,84991477.96680893,7642842.87314358,0.0,0.0
13,0,7,0,0,3,0,0,1,0,0,0,1.5954273430579846,0.6005021686867998,0.02593371599663065,0.0,85390701.44555071,0.0,30700000.0,0.0
14,3,1,4,0,0,1,1,1,0,0,3,0.012161834039272231,0.07537440833354127,0.0031120459195956773,61319233.887297735,36981434.68571546,0.0,333100000.0,53896.33952590007
15,5,0,1,3,0,1,0,1,0,1,0,0.9937105571132461,0.6281200694461772,0.019740152860895886,65254427.91275529,0.0,7642842.87314358,371400000.0,0.0
16,0,6,0,0,3,1,0,1,0,0,0,1.007329255323779,0.6281200694461772,0.02593371599663065,0.0,81427944.08808179,0.0,115300000.0,0.0
17,0,6,3,1,0,0,0,1,0,0,2,0.12723707387997735,0.0942180104169266,0.0038900573994945973,21877775.981299564,53986709.40172981,6111949.7568392595,30700000.0,54904.80700021601
18,0,0,2,3,4,0,0,1,0,1,1,0.4444661780296354,0.2261232250006238,0.007106455029922517,20727091.370783716,29179620.34321382,7642842.87314358,286800000.0,38513.98075249596
19,3,6,4,0,6,0,0,0,0,0,0,0.3581838822917725,0.6418038797750323,0.02593371599663065,61319233.887297735,86907288.43439588,0.0,0.0,0.0
20,0,0,1,3,3,1,0,1,0,1,1,0.36049357330027176,0.2261232250006238,0.007106455029922517,19628562.840069227,27441234.686351985,7642842.87314358,371400000.0,39297.71561289931
21,5,0,1,1,1,1,1,1,1,1,3,0.10276917375567571,0.065890182771232,0.002241733146279586,65254427.91275529,24209939.73055957,6111949.7568392595,710400000.0,72826.29502060423
22,0,5,1,6,4,0,0,0,0,1,0,1.6781938732322075,0.6418038797750323,0.009133061587597927,19628562.840069227,79402178.67472455,10288445.546812398,256100000.00000003,0.0
23,0,0,2,0,6,0,0,1,1,1,1,0.39827200036749155,0.19767054831369602,0.006725199438838758,20727091.370783716,32920579.03266607,0.0,408000000.0,34725.86057227972
24,0,4,6,0,0,1,0,1,0,0,0,0.044263923235072535,0.6281200694461772,0.02593371599663065,25666062.731524862,46648215.31366988,0.0,115300000.0,0.0
25,0,5,0,5,2,0,0,1,1,1,0,1.5728407100833919,0.5490848564269335,0.00808014437354624,0.0,76008428.96874475,9357028.590224184,408000000.0,0.0
26,0,5,1,1,6,1,0,0,0,0,1,0.3966301214550115,0.23104939671901165,0.009336137758787031,19628562.840069227,83143137.3641768,6111949.7568392595,84600000.0,40301.20475420825
27,2,3,5,0,6,0,0,1,0,0,3,0.0077842155202458635,0.07537440833354127,0.0031120459195956773,59178755.25860901,76175825.73447946,0.0,30700000.0,52895.433627148865
28,2,1,1,6,8,0,0,0,0,0,0,1.1057408361544168,0.6150397342919215,0.010062791099950416,54462482.6515463,74022052.86424348,10288445.546812398,0.0,0.0
29,5,0,0,6,1,1,0,1,0,0,1,0.3598807591770573,0.2261232250006238,0.0036226047959821497,45625865.07268606,24209939.73055957,10288445.546812398,115300000.0,38293.927998302504
30,5,0,3,7,0,1,1,1,0,0,4,0.030298630996042814,0.07537440833354127,0.0005496607713587163,67503641.05398563,0.0,11272591.42225772,333100000.0,63276.59152793545
31,4,0,4,0,2,1,0,1,1,0,3,0.008392667737912142,0.065890182771232,0.0026212359420034405,64913502.723535255,25785870.637234025,0.0,236500000.0,48191.42330646289
